era,player,runs,balls_faced,innings,matches,strike_rate,avg_per_innings,boundary_pct,dot_pct,six_of_boundaries_pct,impact_score
2008-2012,NV Ojha,955,811,2,52,117.75585696670777,477.5,16.52281134401973,48.95191122071517,37.3134328358209,0.3101129669837973
2008-2012,JA Morkel,774,531,3,55,145.76271186440678,258.0,17.51412429378531,31.826741996233523,47.31182795698925,0.30592026152148005
2008-2012,RA Jadeja,900,743,2,48,121.13055181695829,450.0,13.458950201884253,36.47375504710632,35.0,0.305071612607295
2008-2012,KA Pollard,638,436,2,37,146.3302752293578,319.0,19.954128440366972,38.07339449541284,42.5287356321839,0.3035335280038851
2008-2012,DJ Bravo,831,653,2,43,127.25880551301685,415.5,14.548238897396631,38.74425727411945,40.0,0.30341429145901233
2008-2012,MK Tiwary,963,851,2,47,113.16098707403054,481.5,12.690951821386603,37.72032902467685,20.37037037037037,0.3007358779087063
2008-2012,Y Venugopal Rao,909,769,2,47,118.20546163849156,454.5,13.654096228868662,39.14174252275683,35.23809523809524,0.30005091007453555
2008-2012,AM Rahane,827,669,2,32,123.61733931240657,413.5,16.89088191330344,37.369207772795214,13.274336283185843,0.2934721211874694
2008-2012,CL White,736,561,2,32,131.19429590017825,368.0,15.151515151515152,32.0855614973262,34.11764705882353,0.29004171741465884
2008-2012,KP Pietersen,633,448,2,21,141.29464285714286,316.5,18.526785714285715,36.607142857142854,36.144578313253014,0.2899139559111926
2008-2012,SS Tiwary,832,692,2,44,120.23121387283237,416.0,12.427745664739884,34.82658959537572,37.2093023255814,0.2863443641553453
2008-2012,HH Gibbs,886,805,2,36,110.06211180124224,443.0,14.161490683229813,46.95652173913044,27.192982456140353,0.2744046120784708
2008-2012,PA Patel,906,846,2,51,107.0921985815603,453.0,14.539007092198581,45.27186761229314,10.569105691056912,0.27194449560918155
2008-2012,MK Pandey,802,688,2,37,116.56976744186048,401.0,15.406976744186046,43.75,21.69811320754717,0.27003967691942804
2008-2012,DR Smith,438,293,2,20,149.48805460750853,219.0,20.477815699658702,36.86006825938566,40.0,0.2627490339479641
2008-2012,Harbhajan Singh,422,281,2,39,150.1779359430605,211.0,22.064056939501782,38.07829181494662,35.483870967741936,0.26056347900281257
2008-2012,JD Ryder,596,455,2,29,130.98901098901098,298.0,18.9010989010989,41.97802197802198,22.093023255813954,0.255541325246675
2008-2012,TL Suman,624,515,2,34,121.16504854368932,312.0,14.174757281553399,40.77669902912621,35.61643835616438,0.23813854322521502
